NUMERO,RAMA,CURSO,COMUNIDAD,PRIVADA,PRESENCIAL,SEXO,NACIONALIDAD,NOTA_MATEMATICAS,NOTA_BIOLOGIA,NOTA_LENGUA,NOTA_TECNOLOGIA,MEDIA,BECADO
1,Ciencias Sociales y Juridicas,2022,Balears,0,1,Hombre,Resto de Europa,"4,44","6,44","9,26","5,9","6,51",1
0,Ingenieria y Arquitectura,2016,Balears,0,1,Hombre,Resto de Europa,"7,5","5,41","5,91","9,2",7,1
3,Ingenieria y Arquitectura,2017,Balears,0,1,Hombre,Resto de Europa,"7,5","5,41","5,91","9,21","7,01",1
1,Ingenieria y Arquitectura,2018,Balears,0,1,Hombre,Resto de Europa,"7,5","5,41","5,91","9,21","7,01",1
3,Ingenieria y Arquitectura,2019,Balears,0,1,Hombre,Resto de Europa,"7,51","5,41","5,92","9,21","7,01",1
0,Ingenieria y Arquitectura,2020,Balears,0,1,Hombre,Resto de Europa,"7,51","5,42","5,92","9,22","7,02",1
0,Ingenieria y Arquitectura,2021,Balears,0,1,Hombre,Resto de Europa,"7,52","5,42","5,92","9,22","7,02",0
2,Ingenieria y Arquitectura,2022,Balears,0,1,Hombre,Resto de Europa,"7,52","5,42","5,92","9,23","7,02",0
0,Artes y Humanidades,2016,Balears,0,1,Hombre,Resto de Europa,"4,43","5,41","9,23","4,78","5,96",0
0,Artes y Humanidades,2017,Balears,0,1,Hombre,Resto de Europa,"4,43","5,41","9,24","4,78","5,96",0
1,Artes y Humanidades,2018,Balears,0,1,Hombre,Resto de Europa,"4,43","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2019,Balears,0,1,Hombre,Resto de Europa,"4,44","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2020,Balears,0,1,Hombre,Resto de Europa,"4,44","5,42","9,25","4,79","5,98",0
1,Artes y Humanidades,2021,Balears,0,1,Hombre,Resto de Europa,"4,44","5,42","9,25","4,79","5,98",0
1,Artes y Humanidades,2022,Balears,0,1,Hombre,Resto de Europa,"4,44","5,42","9,26","4,8","5,98",0
0,Ciencias de la Salud,2016,Balears,0,1,Hombre,Resto de Europa,"6,47","8,45","7,01","5,89","6,96",1
0,Ciencias de la Salud,2017,Balears,0,1,Hombre,Resto de Europa,"6,48","8,45","7,02","5,89","6,96",0
0,Ciencias de la Salud,2018,Balears,0,1,Hombre,Resto de Europa,"6,48","8,46","7,02","5,89","6,96",0
0,Ciencias de la Salud,2019,Balears,0,1,Hombre,Resto de Europa,"6,48","8,46","7,02","5,9","6,96",1
0,Ciencias de la Salud,2020,Balears,0,1,Hombre,Resto de Europa,"6,49","8,47","7,03","5,9","6,97",1
0,Ciencias de la Salud,2021,Balears,0,1,Hombre,Resto de Europa,"6,49","8,47","7,03","5,9","6,97",1
0,Ciencias de la Salud,2022,Balears,0,1,Hombre,Resto de Europa,"6,49","8,47","7,04","5,9","6,98",0
0,Ciencias,2016,Balears,0,1,Hombre,Resto de Europa,"8,52","6,42","5,91","8,1","7,24",1
2,Ciencias,2017,Balears,0,1,Hombre,Resto de Europa,"8,52","6,42","5,91","8,1","7,24",1
0,Ciencias,2018,Balears,0,1,Hombre,Resto de Europa,"8,53","6,43","5,91","8,1","7,24",1
0,Ciencias,2019,Balears,0,1,Hombre,Resto de Europa,"8,53","6,43","5,92","8,11","7,25",0
0,Ciencias,2020,Balears,0,1,Hombre,Resto de Europa,"8,54","6,43","5,92","8,11","7,25",1
1,Ciencias,2021,Balears,0,1,Hombre,Resto de Europa,"8,54","6,44","5,92","8,12","7,25",0
1,Ciencias,2022,Balears,0,1,Hombre,Resto de Europa,"8,54","6,44","5,92","8,12","7,25",0
0,Ciencias Sociales y Juridicas,2016,Balears,0,1,Hombre,EEUU y Canada,"4,43","6,42","9,23","5,89","6,49",0
0,Ciencias Sociales y Juridicas,2017,Balears,0,1,Hombre,EEUU y Canada,"4,43","6,42","9,24","5,89","6,5",0
0,Ciencias Sociales y Juridicas,2018,Balears,0,1,Hombre,EEUU y Canada,"4,43","6,43","9,24","5,89","6,5",0
0,Ciencias Sociales y Juridicas,2019,Balears,0,1,Hombre,EEUU y Canada,"4,44","6,43","9,24","5,9","6,5",1
0,Ciencias Sociales y Juridicas,2020,Balears,0,1,Hombre,EEUU y Canada,"4,44","6,43","9,25","5,9","6,51",0
3,Ciencias Sociales y Juridicas,2021,Balears,0,1,Hombre,EEUU y Canada,"4,44","6,44","9,25","5,9","6,51",0
0,Ciencias Sociales y Juridicas,2022,Balears,0,1,Hombre,EEUU y Canada,"4,44","6,44","9,26","5,9","6,51",0
0,Ingenieria y Arquitectura,2016,Balears,0,1,Hombre,EEUU y Canada,"7,5","5,41","5,91","9,2",7,0
0,Ingenieria y Arquitectura,2017,Balears,0,1,Hombre,EEUU y Canada,"7,5","5,41","5,91","9,21","7,01",1
0,Ingenieria y Arquitectura,2018,Balears,0,1,Hombre,EEUU y Canada,"7,5","5,41","5,91","9,21","7,01",1
0,Ingenieria y Arquitectura,2019,Balears,0,1,Hombre,EEUU y Canada,"7,51","5,41","5,92","9,21","7,01",0
1,Ingenieria y Arquitectura,2020,Balears,0,1,Hombre,EEUU y Canada,"7,51","5,42","5,92","9,22","7,02",1
0,Ingenieria y Arquitectura,2021,Balears,0,1,Hombre,EEUU y Canada,"7,52","5,42","5,92","9,22","7,02",1
1,Ingenieria y Arquitectura,2022,Balears,0,1,Hombre,EEUU y Canada,"7,52","5,42","5,92","9,23","7,02",1
1,Artes y Humanidades,2016,Balears,0,1,Hombre,EEUU y Canada,"4,43","5,41","9,23","4,78","5,96",0
1,Artes y Humanidades,2017,Balears,0,1,Hombre,EEUU y Canada,"4,43","5,41","9,24","4,78","5,96",0
0,Artes y Humanidades,2018,Balears,0,1,Hombre,EEUU y Canada,"4,43","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2019,Balears,0,1,Hombre,EEUU y Canada,"4,44","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2020,Balears,0,1,Hombre,EEUU y Canada,"4,44","5,42","9,25","4,79","5,98",0
0,Artes y Humanidades,2021,Balears,0,1,Hombre,EEUU y Canada,"4,44","5,42","9,25","4,79","5,98",0
0,Artes y Humanidades,2022,Balears,0,1,Hombre,EEUU y Canada,"4,44","5,42","9,26","4,8","5,98",0
0,Ciencias de la Salud,2016,Balears,0,1,Hombre,EEUU y Canada,"6,47","8,45","7,01","5,89","6,96",1
0,Ciencias de la Salud,2017,Balears,0,1,Hombre,EEUU y Canada,"6,48","8,45","7,02","5,89","6,96",0
0,Ciencias de la Salud,2018,Balears,0,1,Hombre,EEUU y Canada,"6,48","8,46","7,02","5,89","6,96",1
0,Ciencias de la Salud,2019,Balears,0,1,Hombre,EEUU y Canada,"6,48","8,46","7,02","5,9","6,96",1
0,Ciencias de la Salud,2020,Balears,0,1,Hombre,EEUU y Canada,"6,49","8,47","7,03","5,9","6,97",1
0,Ciencias de la Salud,2021,Balears,0,1,Hombre,EEUU y Canada,"6,49","8,47","7,03","5,9","6,97",0
0,Ciencias de la Salud,2022,Balears,0,1,Hombre,EEUU y Canada,"6,49","8,47","7,04","5,9","6,98",1
0,Ciencias,2016,Balears,0,1,Hombre,EEUU y Canada,"8,52","6,42","5,91","8,1","7,24",0
1,Ciencias,2017,Balears,0,1,Hombre,EEUU y Canada,"8,52","6,42","5,91","8,1","7,24",0
0,Ciencias,2018,Balears,0,1,Hombre,EEUU y Canada,"8,53","6,43","5,91","8,1","7,24",0
0,Ciencias,2019,Balears,0,1,Hombre,EEUU y Canada,"8,53","6,43","5,92","8,11","7,25",0
0,Ciencias,2020,Balears,0,1,Hombre,EEUU y Canada,"8,54","6,43","5,92","8,11","7,25",0
0,Ciencias,2021,Balears,0,1,Hombre,EEUU y Canada,"8,54","6,44","5,92","8,12","7,25",1
10,Ciencias Sociales y Juridicas,2016,Balears,0,1,Hombre,America Latina y Caribe,"4,43","6,42","9,23","5,89","6,49",0
6,Ciencias Sociales y Juridicas,2017,Balears,0,1,Hombre,America Latina y Caribe,"4,43","6,42","9,24","5,89","6,5",0
9,Ciencias Sociales y Juridicas,2018,Balears,0,1,Hombre,America Latina y Caribe,"4,43","6,43","9,24","5,89","6,5",0
17,Ciencias Sociales y Juridicas,2019,Balears,0,1,Hombre,America Latina y Caribe,"4,44","6,43","9,24","5,9","6,5",0
24,Ciencias Sociales y Juridicas,2020,Balears,0,1,Hombre,America Latina y Caribe,"4,44","6,43","9,25","5,9","6,51",0
7,Ciencias Sociales y Juridicas,2021,Balears,0,1,Hombre,America Latina y Caribe,"4,44","6,44","9,25","5,9","6,51",0
21,Ciencias Sociales y Juridicas,2022,Balears,0,1,Hombre,America Latina y Caribe,"4,44","6,44","9,26","5,9","6,51",0
5,Ingenieria y Arquitectura,2016,Balears,0,1,Hombre,America Latina y Caribe,"7,5","5,41","5,91","9,2",7,1
4,Ingenieria y Arquitectura,2017,Balears,0,1,Hombre,America Latina y Caribe,"7,5","5,41","5,91","9,21","7,01",0
7,Ingenieria y Arquitectura,2018,Balears,0,1,Hombre,America Latina y Caribe,"7,5","5,41","5,91","9,21","7,01",0
4,Ingenieria y Arquitectura,2019,Balears,0,1,Hombre,America Latina y Caribe,"7,51","5,41","5,92","9,21","7,01",1
9,Ingenieria y Arquitectura,2020,Balears,0,1,Hombre,America Latina y Caribe,"7,51","5,42","5,92","9,22","7,02",1
3,Ingenieria y Arquitectura,2021,Balears,0,1,Hombre,America Latina y Caribe,"7,52","5,42","5,92","9,22","7,02",0
8,Ingenieria y Arquitectura,2022,Balears,0,1,Hombre,America Latina y Caribe,"7,52","5,42","5,92","9,23","7,02",1
0,Artes y Humanidades,2016,Balears,0,1,Hombre,America Latina y Caribe,"4,43","5,41","9,23","4,78","5,96",0
1,Artes y Humanidades,2017,Balears,0,1,Hombre,America Latina y Caribe,"4,43","5,41","9,24","4,78","5,96",0
0,Artes y Humanidades,2018,Balears,0,1,Hombre,America Latina y Caribe,"4,43","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2019,Balears,0,1,Hombre,America Latina y Caribe,"4,44","5,41","9,24","4,79","5,97",0
1,Artes y Humanidades,2020,Balears,0,1,Hombre,America Latina y Caribe,"4,44","5,42","9,25","4,79","5,98",0
1,Artes y Humanidades,2021,Balears,0,1,Hombre,America Latina y Caribe,"4,44","5,42","9,25","4,79","5,98",0
3,Artes y Humanidades,2022,Balears,0,1,Hombre,America Latina y Caribe,"4,44","5,42","9,26","4,8","5,98",0
1,Ciencias de la Salud,2016,Balears,0,1,Hombre,America Latina y Caribe,"6,47","8,45","7,01","5,89","6,96",1
0,Ciencias de la Salud,2017,Balears,0,1,Hombre,America Latina y Caribe,"6,48","8,45","7,02","5,89","6,96",1
2,Ciencias de la Salud,2018,Balears,0,1,Hombre,America Latina y Caribe,"6,48","8,46","7,02","5,89","6,96",1
5,Ciencias de la Salud,2019,Balears,0,1,Hombre,America Latina y Caribe,"6,48","8,46","7,02","5,9","6,96",0
5,Ciencias de la Salud,2020,Balears,0,1,Hombre,America Latina y Caribe,"6,49","8,47","7,03","5,9","6,97",1
1,Ciencias de la Salud,2021,Balears,0,1,Hombre,America Latina y Caribe,"6,49","8,47","7,03","5,9","6,97",1
6,Ciencias de la Salud,2022,Balears,0,1,Hombre,America Latina y Caribe,"6,49","8,47","7,04","5,9","6,98",1
0,Ciencias,2016,Balears,0,1,Hombre,America Latina y Caribe,"8,52","6,42","5,91","8,1","7,24",1
0,Ciencias,2017,Balears,0,1,Hombre,America Latina y Caribe,"8,52","6,42","5,91","8,1","7,24",0
0,Ciencias,2018,Balears,0,1,Hombre,America Latina y Caribe,"8,53","6,43","5,91","8,1","7,24",1
5,Ciencias,2019,Balears,0,1,Hombre,America Latina y Caribe,"8,53","6,43","5,92","8,11","7,25",0
1,Ciencias,2020,Balears,0,1,Hombre,America Latina y Caribe,"8,54","6,43","5,92","8,11","7,25",1
3,Ciencias,2021,Balears,0,1,Hombre,America Latina y Caribe,"8,54","6,44","5,92","8,12","7,25",1
1,Ciencias,2022,Balears,0,1,Hombre,America Latina y Caribe,"8,54","6,44","5,92","8,12","7,25",1
2,Ciencias Sociales y Juridicas,2016,Balears,0,1,Hombre,Norte de Africa,"4,43","6,42","9,23","5,89","6,49",0
1,Ciencias Sociales y Juridicas,2017,Balears,0,1,Hombre,Norte de Africa,"4,43","6,42","9,24","5,89","6,5",1
5,Ciencias Sociales y Juridicas,2018,Balears,0,1,Hombre,Norte de Africa,"4,43","6,43","9,24","5,89","6,5",1
4,Ciencias Sociales y Juridicas,2019,Balears,0,1,Hombre,Norte de Africa,"4,44","6,43","9,24","5,9","6,5",0
4,Ciencias Sociales y Juridicas,2020,Balears,0,1,Hombre,Norte de Africa,"4,44","6,43","9,25","5,9","6,51",1
7,Ciencias Sociales y Juridicas,2021,Balears,0,1,Hombre,Norte de Africa,"4,44","6,44","9,25","5,9","6,51",1
6,Ciencias Sociales y Juridicas,2022,Balears,0,1,Hombre,Norte de Africa,"4,44","6,44","9,26","5,9","6,51",1
0,Ingenieria y Arquitectura,2016,Balears,0,1,Hombre,Norte de Africa,"7,5","5,41","5,91","9,2",7,0
3,Ingenieria y Arquitectura,2017,Balears,0,1,Hombre,Norte de Africa,"7,5","5,41","5,91","9,21","7,01",1
3,Ingenieria y Arquitectura,2018,Balears,0,1,Hombre,Norte de Africa,"7,5","5,41","5,91","9,21","7,01",1
0,Ingenieria y Arquitectura,2019,Balears,0,1,Hombre,Norte de Africa,"7,51","5,41","5,92","9,21","7,01",1
3,Ingenieria y Arquitectura,2020,Balears,0,1,Hombre,Norte de Africa,"7,51","5,42","5,92","9,22","7,02",0
2,Ingenieria y Arquitectura,2021,Balears,0,1,Hombre,Norte de Africa,"7,52","5,42","5,92","9,22","7,02",0
1,Ingenieria y Arquitectura,2022,Balears,0,1,Hombre,Norte de Africa,"7,52","5,42","5,92","9,23","7,02",1
0,Artes y Humanidades,2016,Balears,0,1,Hombre,Norte de Africa,"4,43","5,41","9,23","4,78","5,96",0
0,Artes y Humanidades,2017,Balears,0,1,Hombre,Norte de Africa,"4,43","5,41","9,24","4,78","5,96",0
1,Artes y Humanidades,2018,Balears,0,1,Hombre,Norte de Africa,"4,43","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2019,Balears,0,1,Hombre,Norte de Africa,"4,44","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2020,Balears,0,1,Hombre,Norte de Africa,"4,44","5,42","9,25","4,79","5,98",0
1,Artes y Humanidades,2021,Balears,0,1,Hombre,Norte de Africa,"4,44","5,42","9,25","4,79","5,98",0
0,Artes y Humanidades,2022,Balears,0,1,Hombre,Norte de Africa,"4,44","5,42","9,26","4,8","5,98",0
0,Ciencias de la Salud,2016,Balears,0,1,Hombre,Norte de Africa,"6,47","8,45","7,01","5,89","6,96",0
0,Ciencias de la Salud,2017,Balears,0,1,Hombre,Norte de Africa,"6,48","8,45","7,02","5,89","6,96",0
0,Ciencias de la Salud,2018,Balears,0,1,Hombre,Norte de Africa,"6,48","8,46","7,02","5,89","6,96",1
0,Ciencias de la Salud,2019,Balears,0,1,Hombre,Norte de Africa,"6,48","8,46","7,02","5,9","6,96",0
1,Ciencias de la Salud,2020,Balears,0,1,Hombre,Norte de Africa,"6,49","8,47","7,03","5,9","6,97",1
0,Ciencias de la Salud,2021,Balears,0,1,Hombre,Norte de Africa,"6,49","8,47","7,03","5,9","6,97",1
0,Ciencias de la Salud,2022,Balears,0,1,Hombre,Norte de Africa,"6,49","8,47","7,04","5,9","6,98",0
1,Ciencias,2016,Balears,0,1,Hombre,Norte de Africa,"8,52","6,42","5,91","8,1","7,24",1
0,Ciencias,2017,Balears,0,1,Hombre,Norte de Africa,"8,52","6,42","5,91","8,1","7,24",1
0,Ciencias,2018,Balears,0,1,Hombre,Norte de Africa,"8,53","6,43","5,91","8,1","7,24",0
0,Ciencias,2019,Balears,0,1,Hombre,Norte de Africa,"8,53","6,43","5,92","8,11","7,25",1
0,Ciencias,2020,Balears,0,1,Hombre,Norte de Africa,"8,54","6,43","5,92","8,11","7,25",1
1,Ciencias,2021,Balears,0,1,Hombre,Norte de Africa,"8,54","6,44","5,92","8,12","7,25",0
0,Ciencias,2022,Balears,0,1,Hombre,Norte de Africa,"8,54","6,44","5,92","8,12","7,25",1
1,Ciencias Sociales y Juridicas,2016,Balears,0,1,Hombre,Resto de Africa,"4,43","6,42","9,23","5,89","6,49",0
0,Ciencias Sociales y Juridicas,2017,Balears,0,1,Hombre,Resto de Africa,"4,43","6,42","9,24","5,89","6,5",1
1,Ciencias Sociales y Juridicas,2018,Balears,0,1,Hombre,Resto de Africa,"4,43","6,43","9,24","5,89","6,5",0
1,Ciencias Sociales y Juridicas,2019,Balears,0,1,Hombre,Resto de Africa,"4,44","6,43","9,24","5,9","6,5",1
3,Ciencias Sociales y Juridicas,2020,Balears,0,1,Hombre,Resto de Africa,"4,44","6,43","9,25","5,9","6,51",0
1,Ciencias Sociales y Juridicas,2021,Balears,0,1,Hombre,Resto de Africa,"4,44","6,44","9,25","5,9","6,51",1
0,Ciencias Sociales y Juridicas,2022,Balears,0,1,Hombre,Resto de Africa,"4,44","6,44","9,26","5,9","6,51",0
0,Ingenieria y Arquitectura,2016,Balears,0,1,Hombre,Resto de Africa,"7,5","5,41","5,91","9,2",7,1
0,Ingenieria y Arquitectura,2017,Balears,0,1,Hombre,Resto de Africa,"7,5","5,41","5,91","9,21","7,01",0
1,Ingenieria y Arquitectura,2018,Balears,0,1,Hombre,Resto de Africa,"7,5","5,41","5,91","9,21","7,01",0
1,Ingenieria y Arquitectura,2019,Balears,0,1,Hombre,Resto de Africa,"7,51","5,41","5,92","9,21","7,01",1
0,Ingenieria y Arquitectura,2020,Balears,0,1,Hombre,Resto de Africa,"7,51","5,42","5,92","9,22","7,02",0
1,Ingenieria y Arquitectura,2021,Balears,0,1,Hombre,Resto de Africa,"7,52","5,42","5,92","9,22","7,02",0
0,Ingenieria y Arquitectura,2022,Balears,0,1,Hombre,Resto de Africa,"7,52","5,42","5,92","9,23","7,02",1
0,Artes y Humanidades,2016,Balears,0,1,Hombre,Resto de Africa,"4,43","5,41","9,23","4,78","5,96",0
0,Artes y Humanidades,2017,Balears,0,1,Hombre,Resto de Africa,"4,43","5,41","9,24","4,78","5,96",0
0,Artes y Humanidades,2018,Balears,0,1,Hombre,Resto de Africa,"4,43","5,41","9,24","4,79","5,97",0
1,Artes y Humanidades,2019,Balears,0,1,Hombre,Resto de Africa,"4,44","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2020,Balears,0,1,Hombre,Resto de Africa,"4,44","5,42","9,25","4,79","5,98",0
0,Artes y Humanidades,2021,Balears,0,1,Hombre,Resto de Africa,"4,44","5,42","9,25","4,79","5,98",0
0,Artes y Humanidades,2022,Balears,0,1,Hombre,Resto de Africa,"4,44","5,42","9,26","4,8","5,98",0
0,Ciencias de la Salud,2016,Balears,0,1,Hombre,Resto de Africa,"6,47","8,45","7,01","5,89","6,96",1
1,Ciencias de la Salud,2017,Balears,0,1,Hombre,Resto de Africa,"6,48","8,45","7,02","5,89","6,96",0
0,Ciencias de la Salud,2018,Balears,0,1,Hombre,Resto de Africa,"6,48","8,46","7,02","5,89","6,96",1
0,Ciencias de la Salud,2019,Balears,0,1,Hombre,Resto de Africa,"6,48","8,46","7,02","5,9","6,96",0
0,Ciencias de la Salud,2020,Balears,0,1,Hombre,Resto de Africa,"6,49","8,47","7,03","5,9","6,97",1
0,Ciencias de la Salud,2021,Balears,0,1,Hombre,Resto de Africa,"6,49","8,47","7,03","5,9","6,97",0
0,Ciencias de la Salud,2022,Balears,0,1,Hombre,Resto de Africa,"6,49","8,47","7,04","5,9","6,98",0
1,Ciencias,2016,Balears,0,1,Hombre,Resto de Africa,"8,52","6,42","5,91","8,1","7,24",0
0,Ciencias,2017,Balears,0,1,Hombre,Resto de Africa,"8,52","6,42","5,91","8,1","7,24",0
0,Ciencias,2018,Balears,0,1,Hombre,Resto de Africa,"8,53","6,43","5,91","8,1","7,24",0
0,Ciencias,2019,Balears,0,1,Hombre,Resto de Africa,"8,53","6,43","5,92","8,11","7,25",1
0,Ciencias,2020,Balears,0,1,Hombre,Resto de Africa,"8,54","6,43","5,92","8,11","7,25",1
0,Ciencias,2021,Balears,0,1,Hombre,Resto de Africa,"8,54","6,44","5,92","8,12","7,25",1
0,Ciencias,2022,Balears,0,1,Hombre,Resto de Africa,"8,54","6,44","5,92","8,12","7,25",1
0,Ciencias Sociales y Juridicas,2016,Balears,0,1,Hombre,Resto de Africa,"4,43","6,42","9,23","5,89","6,49",0
2,Ciencias Sociales y Juridicas,2017,Balears,0,1,Hombre,Resto de Africa,"4,43","6,42","9,24","5,89","6,5",1
2,Ciencias Sociales y Juridicas,2018,Balears,0,1,Hombre,Resto de Africa,"4,43","6,43","9,24","5,89","6,5",0
2,Ciencias Sociales y Juridicas,2019,Balears,0,1,Hombre,Resto de Africa,"4,44","6,43","9,24","5,9","6,5",0
6,Ciencias Sociales y Juridicas,2020,Balears,0,1,Hombre,Resto de Africa,"4,44","6,43","9,25","5,9","6,51",0
3,Ciencias Sociales y Juridicas,2021,Balears,0,1,Hombre,Resto de Africa,"4,44","6,44","9,25","5,9","6,51",0
4,Ciencias Sociales y Juridicas,2022,Balears,0,1,Hombre,Resto de Africa,"4,44","6,44","9,26","5,9","6,51",1
2,Ingenieria y Arquitectura,2016,Balears,0,1,Hombre,Resto de Africa,"7,5","5,41","5,91","9,2",7,0
1,Ingenieria y Arquitectura,2017,Balears,0,1,Hombre,Resto de Africa,"7,5","5,41","5,91","9,21","7,01",1
2,Ingenieria y Arquitectura,2018,Balears,0,1,Hombre,Resto de Africa,"7,5","5,41","5,91","9,21","7,01",1
1,Ingenieria y Arquitectura,2019,Balears,0,1,Hombre,Resto de Africa,"7,51","5,41","5,92","9,21","7,01",0
5,Ingenieria y Arquitectura,2020,Balears,0,1,Hombre,Resto de Africa,"7,51","5,42","5,92","9,22","7,02",1
4,Ingenieria y Arquitectura,2021,Balears,0,1,Hombre,Resto de Africa,"7,52","5,42","5,92","9,22","7,02",1
0,Ingenieria y Arquitectura,2022,Balears,0,1,Hombre,Resto de Africa,"7,52","5,42","5,92","9,23","7,02",1
0,Artes y Humanidades,2016,Balears,0,1,Hombre,Resto de Africa,"4,43","5,41","9,23","4,78","5,96",0
0,Artes y Humanidades,2017,Balears,0,1,Hombre,Resto de Africa,"4,43","5,41","9,24","4,78","5,96",0
0,Artes y Humanidades,2018,Balears,0,1,Hombre,Resto de Africa,"4,43","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2019,Balears,0,1,Hombre,Resto de Africa,"4,44","5,41","9,24","4,79","5,97",0
0,Artes y Humanidades,2020,Balears,0,1,Hombre,Resto de Africa,"4,44","5,42","9,25","4,79","5,98",0
1,Artes y Humanidades,2021,Balears,0,1,Hombre,Resto de Africa,"4,44","5,42","9,25","4,79","5,98",0
0,Artes y Humanidades,2022,Balears,0,1,Hombre,Resto de Africa,"4,44","5,42","9,26","4,8","5,98",0
0,Ciencias de la Salud,2016,Balears,0,1,Hombre,Resto de Africa,"6,47","8,45","7,01","5,89","6,96",1
0,Ciencias de la Salud,2017,Balears,0,1,Hombre,Resto de Africa,"6,48","8,45","7,02","5,89","6,96",1
0,Ciencias de la Salud,2018,Balears,0,1,Hombre,Resto de Africa,"6,48","8,46","7,02","5,89","6,96",1
1,Ciencias de la Salud,2019,Balears,0,1,Hombre,Resto de Africa,"6,48","8,46","7,02","5,9","6,96",1
1,Ciencias de la Salud,2020,Balears,0,1,Hombre,Resto de Africa,"6,49","8,47","7,03","5,9","6,97",1
0,Ciencias de la Salud,2021,Balears,0,1,Hombre,Resto de Africa,"6,49","8,47","7,03","5,9","6,97",0
1,Ciencias de la Salud,2022,Balears,0,1,Hombre,Resto de Africa,"6,49","8,47","7,04","5,9","6,98",0
1,Ciencias,2016,Balears,0,1,Hombre,Resto de Africa,"8,52","6,42","5,91","8,1","7,24",1
0,Ciencias,2017,Balears,0,1,Hombre,Resto de Africa,"8,52","6,42","5,91","8,1","7,24",0
0,Ciencias,2018,Balears,0,1,Hombre,Resto de Africa,"8,53","6,43","5,91","8,1","7,24",1
0,Ciencias,2019,Balears,0,1,Hombre,Resto de Africa,"8,53","6,43","5,92","8,11","7,25",0
0,Ciencias,2020,Balears,0,1,Hombre,Resto de Africa,"8,54","6,43","5,92","8,11","7,25",1
0,Ciencias,2021,Balears,0,1,Hombre,Resto de Africa,"8,54","6,44","5,92","8,12","7,25",1
1054,Ciencias Sociales y Juridicas,2016,Balears,0,1,Mujer,Espana,"4,43","6,42","9,23","5,89","6,49",0
985,Ciencias Sociales y Juridicas,2017,Balears,0,1,Mujer,Espana,"4,43","6,42","9,24","5,89","6,5",1
985,Ciencias Sociales y Juridicas,2018,Balears,0,1,Mujer,Espana,"4,43","6,43","9,24","5,89","6,5",0
1012,Ciencias Sociales y Juridicas,2019,Balears,0,1,Mujer,Espana,"4,44","6,43","9,24","5,9","6,5",1
1099,Ciencias Sociales y Juridicas,2020,Balears,0,1,Mujer,Espana,"4,44","6,43","9,25","5,9","6,51",0
1028,Ciencias Sociales y Juridicas,2021,Balears,0,1,Mujer,Espana,"4,44","6,44","9,25","5,9","6,51",1
52,Ciencias Sociales y Juridicas,2022,Balears,0,1,Mujer,Espana,"4,44","6,44","9,26","5,9","6,51",0
56,Ingenieria y Arquitectura,2016,Balears,0,1,Mujer,Espana,"7,5","5,41","5,91","9,2",7,0
68,Ingenieria y Arquitectura,2017,Balears,0,1,Mujer,Espana,"7,5","5,41","5,91","9,21","7,01",0
59,Ingenieria y Arquitectura,2018,Balears,0,1,Mujer,Espana,"7,5","5,41","5,91","9,21","7,01",0
60,Ingenieria y Arquitectura,2019,Balears,0,1,Mujer,Espana,"7,51","5,41","5,92","9,21","7,01",0
70,Ingenieria y Arquitectura,2020,Balears,0,1,Mujer,Espana,"7,51","5,42","5,92","9,22","7,02",0
72,Ingenieria y Arquitectura,2021,Balears,0,1,Mujer,Espana,"7,52","5,42","5,92","9,22","7,02",0
128,Ingenieria y Arquitectura,2022,Balears,0,1,Mujer,Espana,"7,52","5,42","5,92","9,23","7,02",1
127,Artes y Humanidades,2016,Balears,0,1,Mujer,Espana,"4,43","5,41","9,23","4,78","5,96",0
131,Artes y Humanidades,2017,Balears,0,1,Mujer,Espana,"4,43","5,41","9,24","4,78","5,96",0
130,Artes y Humanidades,2018,Balears,0,1,Mujer,Espana,"4,43","5,41","9,24","4,79","5,97",0
154,Artes y Humanidades,2019,Balears,0,1,Mujer,Espana,"4,44","5,41","9,24","4,79","5,97",0
203,Artes y Humanidades,2020,Balears,0,1,Mujer,Espana,"4,44","5,42","9,25","4,79","5,98",0
172,Artes y Humanidades,2021,Balears,0,1,Mujer,Espana,"4,44","5,42","9,25","4,79","5,98",0
224,Artes y Humanidades,2022,Balears,0,1,Mujer,Espana,"4,44","5,42","9,26","4,8","5,98",0
291,Ciencias de la Salud,2016,Balears,0,1,Mujer,Espana,"6,47","8,45","7,01","5,89","6,96",1
320,Ciencias de la Salud,2017,Balears,0,1,Mujer,Espana,"6,48","8,45","7,02","5,89","6,96",0
308,Ciencias de la Salud,2018,Balears,0,1,Mujer,Espana,"6,48","8,46","7,02","5,89","6,96",1
311,Ciencias de la Salud,2019,Balears,0,1,Mujer,Espana,"6,48","8,46","7,02","5,9","6,96",1
342,Ciencias de la Salud,2020,Balears,0,1,Mujer,Espana,"6,49","8,47","7,03","5,9","6,97",0
365,Ciencias de la Salud,2021,Balears,0,1,Mujer,Espana,"6,49","8,47","7,03","5,9","6,97",1
